age,income
22.0,5000000.0
22.37739356690413,32410.46486868733
31.204624986447342,46872.20567501357
31.329431490296663,46255.34436671477
38.84558350131643,59158.29158453982
28.19118465581593,40453.43581921746
31.400606944847247,47072.82655167789
26.672572926548924,40344.09807689334
34.36584715346733,50601.27859522722
29.376911019049352,43439.17649635246
24.137041955736287,36220.94191497654
29.93264089167421,45854.0577169528
31.95261448782501,46896.05250315045
31.276366937067813,46056.10046522703
35.22948357747935,53969.81313725937
22.759718139796554,33866.601809775
25.78628704992529,37901.89153504297
33.198936658977686,50527.08978568344
26.373655110194644,39072.28566805972
31.20235624665104,47830.95590531533
17.901273762941187,26188.19026743207
43.57973286156441,65210.004730521614
28.65140734221332,43922.08267870871
35.96978129994139,53728.41107873833
28.315510872082545,43229.31963020246
32.07349264365443,48044.69135870065
37.45959823172636,58171.08915398957
35.829030096041926,55312.32374816574
28.97772510157388,42138.49138992707
29.32372837303154,44507.83624079532
35.01783280091642,51710.3452152736
41.666222021426506,62690.83997093249
30.961413371995206,46510.49068730307
39.78531820270821,58622.59028696982
28.79292794789897,44247.87646537878
34.75980181754901,52343.00566989259
35.50577881123643,52973.98518118206
27.950197480736133,41487.1863968606
26.26460960349179,39536.69137500392
35.72694594273676,53998.34393161944
27.34221531378472,40888.34718431881
25.528250436622987,35459.856084158266
26.580202491004517,39887.19445274925
27.321933307872943,39541.41790019964
34.283085523128385,51215.1757190435
32.575213366380936,47458.25579250176
33.578291223789456,48950.93920060472
32.106899055490416,49395.47040518416
27.030799188766807,40226.106802205824
33.48551427954136,49831.60925949012
35.91226913302652,54350.92774836837
32.922516080596544,49013.18359782236
32.24827953312925,50476.22539182128
26.16472746714662,38974.07143999391
31.05908539487239,46953.7535042916
25.89879335275649,39819.1313605116
29.87986070959698,46422.04429000238
21.79866680387342,31955.99407015249
21.837207985039534,32337.848473720656
29.04476155026485,44841.73420069079
27.25780164086505,41696.76476535026
30.533935967370866,46876.07988672476
29.326157104424404,42620.53111307694
30.150953936050776,46774.43065800019
33.043037211783705,48803.14827439076
27.68365522169584,41717.77581068565
28.902780941775685,43205.94853507176
37.275106113815816,55034.17633417565
30.01542063412513,43610.5951877667
29.10394762687305,41912.07332367668
30.412563496615945,45737.863650977895
29.193178134952348,42264.44811219507
26.45213853523388,38544.392207763936
25.0098508141014,37296.74034295388
26.18284329924997,36635.45644861506
34.364595933853934,52325.8736128249
26.850473726407937,37865.82242250509
29.225376990818617,43760.69309489516
33.50368142566449,50270.54136509102
28.608044145945108,43450.12793909948
33.16680657421826,49708.5290589375
22.296034787845667,35461.96014560174
29.33741660229052,44222.441785004274
30.39448048299254,46645.33312373248
30.11569361549084,44450.077614365975
21.735406510805586,32723.86657239784
36.01556323215402,55570.91494325996
25.72663527514292,38352.25778802473
31.675185626312334,47705.01320366374
30.03982141323665,46040.58556899245
35.018547619053386,51785.59190838845
40.93744414687103,59244.60588698735
23.54817757728582,35577.840019641095
26.755430593637502,41121.81505981426
30.94546246919526,45066.74793890092
24.47323341223604,37380.070015631405
33.9109130397788,51543.33594700773
34.21686311078529,49051.79840706263
32.79724537997519,48259.57943755601
31.182908754380986,46378.53435083982
