id,city,val
0,City_0,-1.4153707420504142
1,City_1,-0.420645322765359
2,City_2,-0.3427145165267695
3,City_3,-0.8022772692216189
4,City_4,-0.1612857116660091
5,City_5,0.4040508568145384
6,City_6,1.8861859012105304
7,City_7,0.1745778128318389
8,City_8,0.2575503907227643
9,City_9,-0.0744459157661672
10,City_10,-1.9187712152990413
11,City_11,-0.0265138754492168
12,City_12,0.0602302099410264
13,City_13,2.463242112485286
14,City_14,-0.1923609647811225
15,City_15,0.3015473423336124
16,City_16,-0.0347117697052433
17,City_17,-1.168678037619532
18,City_18,1.1428228145150203
19,City_19,0.7519330326867741
20,City_20,0.7910319470430469
21,City_21,-0.9093874547947388
22,City_22,1.4027943109360992
23,City_23,-1.4018510627922809
24,City_24,0.5868570938002703
25,City_25,2.1904556258099785
26,City_26,-0.9905363251306885
27,City_27,-0.5662977296027719
28,City_28,0.0996513650876412
29,City_29,-0.5034756541161992
30,City_30,-1.5506634310661327
31,City_31,0.0685629748060273
32,City_32,-1.0623037137261049
33,City_33,0.4735924306351816
34,City_34,-0.9194242342338032
35,City_35,1.5499344050175394
36,City_36,-0.7832532923362371
37,City_37,-0.3220615162056756
38,City_38,0.8135172173696698
39,City_39,-1.2308643164339552
40,City_40,0.2274599346041294
41,City_41,1.307142754282428
42,City_42,-1.6074832345612275
43,City_43,0.1846338585323042
44,City_44,0.2598827942484235
45,City_45,0.7818228717773104
46,City_46,-1.236950710878082
47,City_47,-1.3204566130842763
48,City_48,0.5219415656168976
49,City_49,0.296984673233186
50,City_50,0.2504928503458765
51,City_51,0.3464482094969757
52,City_52,-0.6800247215784908
53,City_53,0.2322536971610035
54,City_54,0.2930724732986812
55,City_55,-0.7143514180263678
56,City_56,1.8657745111447568
57,City_57,0.4738329209117875
58,City_58,-1.1913034972026486
59,City_59,0.6565536086338297
60,City_0,-0.9746816702273214
61,City_1,0.787084603742452
62,City_2,1.158595579007404
63,City_3,-0.8206823183517105
64,City_4,0.9633761292443218
